	INDEX	PRE	KWIC	POST	FILE	GENRE	VERB_TYPE	POS	VERB_FORM	METAPHOR.MUSIC	MOTION_TYPE	Deictic	COMMENT	LEMMA
1418	10	  violins of the elegy and the sinister 	crawling	 of cello and bass that open the 	IR244ap131111.txt	news	manner	N	ing	yes	Self-contained	no	sinister points to the realm of emotion and feeling	crawl
2133	91	 oise and charisma. The Chausson was an enveloping 	swirl	 of dark, rich colors; the Saint-Saens placed	NYT206je120305.txt	news	manner	N	NA	yes	Self-contained	no		swirl
1833	116	 e orchestral sound, with Mark Elder's intelligent 	pacing	 of Debussy's score, is vividly presented, b	GCDR115ac120112.txt	news	manner	N	ing	yes	Self-contained	no		pace
2134	97	  Balinese shimmer; a chorus that began with a 	swirl	 of disconnected word fragments suddenly bloo	WSJ18cfw081111.txt	news	manner	N	NA	yes	Self-contained	no		swirl
71	1855	 school, let alone from the Olympian architectural 	approach	 of earlier pianists like Richter or Serki	GLR821mk280211.txt	news	path	N	infinitive	no	NA	NA		approach
2135	90	 Oliver's writing – a desperate Miserere, a frigid 	swirl	 of handbells and musky canzonas for broken c	IR359ap120910.txt	news	manner	N	NA	yes	Self-contained	no		swirl
2122	82	  apt. Much of the score is given to 	swirls	 of instrumental activity, with roiling stri	CT06jvr100212.txt	news	manner	N	NA	yes	Self-contained	no		swirl
72	2277	  self. At one extreme, there's the histrionic 	approach	 of Leonard Bernstein, emoting every last 	TT1031mr200404.txt	news	path	N	infinitive	no	NA	NA		approach
2123	85	 ists, Eric Millstein and Jacob Nissly, amid funky 	swirls	 of live electronica bouncing among the loud	CT340jvr220311.txt	news	manner	N	NA	yes	Self-contained	no		swirl
2192	57	  Russian, should both have captured the rough and 	tumble	 of lowlife London better than Benjamin Brit	IR1366ap250109.txt	news	Manner + path	N	NA	no	NA	NA		tumble
1926	4	 high degree of cultural unity between the various 	races	 of man’.54 This observation, made in referen	ML09-90.3_Irving.txt	aca	manner	N	N	no	NA	NA		race
2136	94	  the andante comes the finale, beginning in a 	swirl	 of mystery and a huge arching melody. It 	TT843ih220710.txt	news	manner	N	NA	yes	Self-contained	no		swirl
2124	84	 oed and mimicked by other instruments and groups. 	swirls	 of orchestral color were infused with quirk	CT158jvr021211.txt	news	manner	N	NA	yes	Self-contained	no		swirl
1834	87	  never so persuasively as they are here. Davies' 	pacing	 of parts of the Chamber Symphony is more 	CT231CDjvr130497.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
2130	81	  1995, p. 8), yet results most concretely when ‘a 	swirl	 of quoted and paraphrased tunes is added to 	MA08-27.2:3_01.txt	aca	manner	N	NA	yes	Self-contained	no		swirl
2125	83	 tment seemed missing. Dutoit attended to the rich 	swirls	 of Rachmaninovian orchestral color but too 	CT15jvr060412.txt	news	manner	N	NA	yes	Self-contained	no		swirl
2126	95	  podium. In the third song, Graves lofted over 	swirls	 of seething strings that hushed and rose ef	WP96sb080512.txt	news	manner	N	NA	yes	Self-contained	no		swirl
2193	37	 -gloved Dew Fairy (Anna Siminska). The rough and 	tumble	 of sibling loyalty is beautifully realised.	IR324ap020111.txt	news	Manner + path	N	NA	no	NA	NA		tumble
2127	88	 nslating chords-the somber opening harmonies-into 	swirls	 of single notes for the piano. To make 	CT593dt120494.txt	news	manner	N	NA	yes	Self-contained	no		swirl
2194	63	  I hope BOC returns to the rough and 	tumble	 of smaller venues. The Cambridge Arts Theat	IR1449ap041107.txt	news	Manner + path	N	NA	no	NA	NA		tumble
2137	92	  grim. The finale was a murky and ominous 	swirl	 of sound. It could have been from one 	NYT504at191004.txt	news	manner	N	NA	yes	Self-contained	no		swirl
2138	98	 clared the first true American masterpiece -- the 	swirl	 of sounds is so dense and furious that 	WSJ203si091208.txt	news	manner	N	NA	yes	Self-contained	no		swirl
2045	93	  from a rocky ravine to heaven in a 	swirl	 of symbolic figures, including a Penitent an	TT723ih011210.txt	news	manner	verb	infinitive	L	NA	NA		swirl
1835	17	 overlap at an important cadence, help control the 	pacing	 of that action. The large-scale refrain for	JSCM04Vol10No01_Rosow_A.txt	aca	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1836	54	 a amore langueo’, Ferguson heightens the dramatic 	pacing	 of the  music and achieves the perfect begi	Tempo10-64.253_264a.txt	aca	manner	N	ing	yes	Self-contained	no		pace
1837	274	 p Brittenite, supplied those things and more, his 	pacing	 of the 12 movements being unerringly direct	TT580df170511.txt	news	manner	N	ing	yes	Self-contained	no		pace
1664	48	  (too sticky, too louche). Or the costive 	meandering	 of the Adagio of Mahler's uncompleted 	IR140ap050812.txt	news	manner	N	ing	yes	Self-contained	no		meander
2131	80	  do we deal with this double gesture, the 	swirl	 of the arpeggio and its crumbling away, like	MA04-23.2:3_52.txt	aca	manner	N	NA	yes	Self-contained	no		swirl
2195	70	  worked on around 30 films, in the rough-and- 	tumble	 of the commercial film world. How can he 	TT82ih120811.txt	news	Manner + path	N	NA	no	NA	NA		tumble
2139	96	 ontraforte and English horn sounded like the last 	swirl	 of the deep before the first movement’s 	WP107ctd200412.txt	news	manner	N	NA	yes	Self-contained	no		swirl
1953	6	 . In Der Zauberlehrling, however, it is the 	staggering	 of the lines and, more importantly, the	MA03-22.3_15.txt	aca	manner	N	ing	yes	Self-contained	no	technical use? Translation: versetzt	stagger
1838	128	 score's infinite glories are always realised, his 	pacing	 of the long trajectory both instinctive and	GLR131re200712.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1839	275	  allow the words to be heard. Also the 	pacing	 of the numerous episodes, which Rattle norm	TT633CDvarious250211.txt	news	manner	N	ing	yes	Self-contained	no		pace
2140	89	  of love at first sight. As the heavy 	swirl	 of the overture erupts into a biting fugue, 	IR19ap220112.txt	news	manner	N	NA	yes	Self-contained	no		swirl
1840	194	  problem with the evening it’s in the 	pacing	 of the recitatives which proceed in convers	IR647es061011.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
2209	35	  water-nymph is quickly chased away by the 	tumble	 of the Scherzo, and the forthright energy o	IR311ap130211.txt	news	Manner + path	N	NA	yes	Self-contained	no		tumble
1841	189	 to recommend the production musically. Jurowski's 	pacing	 of the score is fascinating, sometimes bask	IR282ap290511.txt	news	manner	N	ing	yes	Self-contained	no		pace
1842	261	 w, thanks to conductor Andris Nelsons’s wonderful 	pacing	 of the score. He seized on the drama’	TT293ih050312.txt	news	manner	N	ing	yes	Self-contained	no		pace
1843	202	  they are, feel subsumed by the relentless lento 	pacing	 of the score. It's as if the 	IR1116es140808.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1844	29	  events, as a method of perceiving the overall 	pacing	 of the section. For example, reduction a sh	MTO09_15.2_Kraus.txt	aca	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1845	88	  if to keep audience members off guard. His 	pacing	 of the tormented finale was so keenly judge	CT315jvr030807.txt	news	manner	N	ing	yes	Self-contained	no		pace
1846	14	  shots of J.B.’s grimacing face, the 	pacing	 of this later sequence relies on a slow 	JM25.txt	aca	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1250	939	  could not or did not want to let 	go	 of this tradition completely.30 For that matter	PMM09-18.2_040a.txt	aca	path	verb	infinitive	no	NA	NA		go
1847	30	 nts clearly demonstrates. [15] With regard to the 	pacing	 of tonal events for the development section	MTO09_15.2_Kraus.txt	aca	manner	N	ing	yes	Self-contained	no		pace
2128	86	  fact that was most evident in the airy 	swirls	 of violins, the exceptionally tender Englis	CT467jvr060210.txt	news	manner	N	NA	yes	Self-contained	no		swirl
1563	59	 uestion, a shimmering solo violin  line gradually 	floating	 off into silence as the stage  slowly des	Tempo10-64.253_32Xa_CD_DVD_review.txt	aca	manner	verb	ing	yes	translational	no		float
266	552	 ’t even a bracing Cold War treatise. Nixon 	arrives	 off the plane and is welcomed, his wife 	TT657rc060912.txt	news	path	verb	3_present	L	translational	NA		arrive
1220	4213	 test their girlfriends' fidelity by pretending to 	go	 off to war and then reappearing in disguise 	WP336am051210.txt	news	path	verb	infinitive	L	NA	NA		go
710	2966	  court disaster but can be breathtaking when they 	come	 off. The glorious four-dimensional tone produ	GLR1276ah180310.txt	news	path	verb	infinitive	no	NA	NA		come
1445	183	 ﻿February 21, 2012  	Floating	 on a Boat, Four Hands on the Piano 	NYT480vs210212.txt	news	manner	verb	ing	L	NA	NA		float
805	543	  will be spare, he says: Armida won't 	descend	 on a cloud, in a chariot drawn by 	IR593mc040610.txt	news	path	verb	infinitive	L	NA	NA		descend
1564	156	  Mater Gloriosa – the LSO's sweetest violin sound 	floating	 on a cushion of harmonium – brought a mom	IR1125es110708.txt	news	manner	verb	ing	yes	Self-contained	no		float
2153	99	 otograph: Lisa Carpenter Double basses quiver and 	swirl	 on a note so murky it is hard 	GLR428fm150112.txt	news	manner	verb	infinitive	yes	Self-contained	no		swirl
1665	59	 . But what a grey piece it is, 	meandering	 on and then at last seeming to 	TT802gn270810.txt	news	manner	verb	ing	yes	translational	no	negative	meander
1379	1537	  of the Chicago Symphony Orchestra's 104th season 	went	 on as scheduled Saturday night, just hours af	CT425aga190994.txt	news	path	verb	past	no	NA	NA		go
1295	1431	  via social media the kind of excitement that 	goes	 on at our concerts, Finckel said. While we'	CT92jvr240112.txt	news	path	verb	3_present	no	NA	NA		go
1332	3404	 , says Kenyon. All this stuff had actually been 	going	 on for decades, for small circles of connois	TT201ih230512.txt	news	path	verb	ing	no	NA	NA		go
1310	1207	  the world of the academy. This has been 	going	 on for years. A relatively straightforward t	18thM10-7.1_042Xa.txt	aca	path	verb	ing	no	NA	NA		go
1108	4226	 in the composer's centenary celebrations. And so, 	following	 on from searing accounts of the Fifth an	TT995mr270106.txt	news	path	verb	ing	no	NA	NA		follow
1155	949	  inten- tion was to have the opening poem 	follow	 on from the refrain, as indicated by the 	MA04-23.1_55.txt	aca	path	verb	infinitive	yes	translational	no		follow
1337	1443	 . There is so much great energy, so much 	going	 on here that’s positive, that what may 	CT121jvr220212.txt	news	path	verb	ing	no	NA	NA		go
846	608	  to wait for some unbelievably big inspiration to 	descend	 on him. This is a guy who can 	TT379ja181111.txt	news	path	verb	infinitive	no	NA	NA		descend
809	553	  with Mozart, in which a posse of gawpers 	descended	 on his Vienna apartment and marched into	IR955mc100110.txt	news	path	verb	past	L	NA	NA		descend
1308	1136	  minimum of three trains of  thought that were 	going	 on in his head at any given moment. 	Tempo10-64.252_112a.txt	aca	path	verb	ing	no	NA	NA		go
1331	3230	  it felt as if the relentless pounding were 	going	 on inside your head. He brought out inner 	NYT502at170207.txt	news	path	verb	ing	no	NA	NA		go
1446	125	 phenomenon than through veils of metaphor: balls 	floating	 on jets of water; domes on the sound; 	IR453mc300911.txt	news	manner	verb	ing	L	NA	NA		float
1101	3401	 -up play side-by-side, with public concerts 	following	 on naturally. Working with tenor Mark Pa	GLR1015re011010.txt	news	path	verb	ing	no	NA	NA		follow
2200	15	  piece of music theatre that aims high, but 	tumbles	 on occasion into confusion. She relocates 	GLR197ta080612.txt	news	Manner + path	verb	3_present	no	NA	NA		tumble
711	3356	  Finlay, Orlando Gough's boom-bust fable Hey! 	Come	 on Out! mixes professional and amateur voices	IR325ap261210.txt	news	path	verb	infinitive	no	NA	NA		come
607	4938	  of the UK’s most acclaimed veena artists, 	came	 on stage and took his place on the 	TT504ac280812.txt	news	path	verb	past	L	NA	NA		come
382	89	  places the expressive minor sixth e'–c'' to 	arrive	 on the downbeat in the cantus, as an 	JSCM05Vol11No1_Pesic_A.txt	aca	path	verb	infinitive	yes	translational	yes		arrive
857	620	 s 50th Birthday Organophiles from across the land 	descended	 on the Festival Hall to celebrate the go	TT1032mr260304.txt	news	path	verb	past	no	NA	NA		descend
338	589	 ARBARA JEPSON Fifteen years ago, Eighth Blackbird 	arrived	 on the new-music scene, six conservatory g	WSJ67bj140211.txt	news	path	verb	past	no	translational	NA		arrive
267	323	 . And when we reached encore time, Bryn Terfel 	arrived	 on the platform in old-fashioned Wotan gea	GLR166ta270612.txt	news	path	verb	past	L	translational	NA		arrive
268	474	 very, we, like him, glimpse the future. Humankind 	arrive	 on the scene as Gibichung Hall is revealed.	IR1184es121007.txt	news	path	verb	infinitive	L	translational	NA		arrive
269	482	  Diana and condemned to murder any strangers who 	arrive	 on the shores of Tauris – is herself a 	IR1457ap160907.txt	news	path	verb	infinitive	L	translational	NA		arrive
1365	309	  from the musicological point of view.57 Lowinsky 	went	 on to assert the tenacity of Jewish music 	JM23.txt	aca	path	verb	past	no	NA	NA		go
1356	290	 atic patrons had to situate themselves 80 Astiage 	went	 on to become a fairly successful opera, being	JM20.txt	aca	path	verb	past	no	NA	NA		go
1257	1306	  composer’ of La Grande Duchesse  and he will 	go	 on to characterize Wagner as a misunderstood ge	19thMR09-6.2_3104a_A.txt	aca	path	verb	infinitive	no	NA	NA	phrasal verb	go
1378	2103	  Sonatina by Cage's friend, Conlon Nancarrow, who 	went	 on to compose for player piano because no 	LAT51ms070912.txt	news	path	verb	past	no	NA	NA		go
1283	1152	  of things spoke to him perceptibly. 24   As he 	goes	 on to discuss the crucial role of tragic 	Tempo10-64.253_29Xa.txt	aca	path	verb	3_present	no	NA	NA		go
1286	222	  the magic lantern in ghost-raisings, the passage 	goes	 on to expose the techniques by which Cavalier	JM02.txt	aca	path	verb	3_present	no	NA	NA		go
1350	4094	  2004, he was all of 11 years old. Grosvenor has 	gone	 on to give recitals and concerto appearances,	WP145ctd050312.txt	news	path	verb	past_participle	no	NA	NA		go
1362	237	 Villon’s stature would only rise. Auguste Longnon 	went	 on to publish the etude biographique sur Fran	JM09.txt	aca	path	verb	past	no	NA	NA		go
1288	1103	  off whom he cast seven devyls’. Then Finnissy 	goes	 on to quote from the Gnostic Gospel: Firstly 	Tempo09-63.250_570a_performance.txt	aca	path	verb	3_present	no	NA	NA		go
1287	159	   subject of Castelvetro’s position on Dante. He 	goes	 on to speculate that Castelvetro may have  ch	EMH09-28_Newcomb_A.txt	aca	path	verb	3_present	no	NA	NA		go
818	573	 . They weave arabesques above the keyboard before 	descending	 on to the keys; they act as a 	IR1249mc170209.txt	news	path	verb	ing	L	NA	NA		descend
1278	496	  entertainment begins at ten in the evening and 	goes	 on until six in the morning . . . . if only 	MA05-24.3_13.txt	aca	path	verb	3_present	no	NA	NA		go
